nome_cliente;Plano;dt_desativacao_sac;dt_cadastro_sac;st_diavencimento_sac;st_cartaobandeira_sac;campo1;st_estado_sac;Pacote de mensagem;Valor;MRR
91764;Sea;04/10/2023;07/04/2022;5;Boleto;;SP;;1000;1000
91765;Sea;07/01/2022;07/01/2022;5;Cartão de crédito;;DF;;1000;1000
91766;Sea;;07/01/2022;5;Boleto;;GO;;1000;1000
91767;Sea;03/15/2023;07/01/2022;5;Boleto;;AM;;1000;1000
91768;Sea;07/01/2022;07/01/2022;5;Cartão de crédito;;DF;;1000;1000
91769;Sea;;07/01/2022;5;Boleto;;SP;;1000;1000
91770;Sea;;07/01/2022;5;Cartão de crédito;;SC;;1000;1000
91771;Sea;09/15/2022;07/01/2022;5;Cartão de crédito;;SP;;1000;1000
91772;Sea;;06/30/2022;25;Cartão de crédito;;PR;;1000;1000
91773;Sea;10/13/2022;06/30/2022;25;Cartão de crédito;;MG;;1000;1000
91774;Sea;12/19/2022;06/30/2022;25;Boleto;;SP;;1000;1000
91775;Sea;06/30/2022;06/30/2022;30;Cartão de crédito;;PR;;1000;1000
91776;Sea;;06/30/2022;25;Cartão de crédito;;SP;;1000;1000
91777;Sea;08/24/2022;06/30/2022;25;Cartão de crédito;;ES;;1000;1000
91778;Sea;08/26/2022;06/30/2022;25;Boleto;;SP;;1000;1000
91779;Sea;08/25/2022;06/30/2022;25;Cartão de crédito;;SP;;1000;1000
91780;Sea;;06/30/2022;25;Boleto;;SP;;1000;1000
91781;Sea;;06/30/2022;25;Boleto;;PR;;1000;1000
91782;Sea;09/05/2022;06/30/2022;25;Cartão de crédito;;PR;;1000;1000
91783;Sea;09/12/2022;06/30/2022;25;Cartão de crédito;;SP;;1000;1000
91784;Sea;08/24/2022;06/30/2022;25;Cartão de crédito;;MG;;1000;1000
91785;Sea;08/31/2022;06/30/2022;25;Boleto;;MG;;1000;1000
91786;Sea;;06/30/2022;25;Cartão de crédito;;SC;;1000;1000
91787;Sea;09/20/2022;06/30/2022;25;Cartão de crédito;;SP;;1000;1000
91788;Sea;11/21/2022;06/30/2022;25;Cartão de crédito;;DF;;1000;1000
91789;Sea;;06/30/2022;25;Cartão de crédito;;PR;;1000;1000
91790;Sea;10/27/2022;06/30/2022;25;Cartão de crédito;;PA;;1000;1000
91791;Sea;;06/30/2022;25;Cartão de crédito;;RS;;1000;1000
91792;Sea;11/29/2022;06/30/2022;25;Cartão de crédito;;BA;;1000;1000
91793;Sea;08/11/2022;06/30/2022;25;Cartão de crédito;;SP;;1000;1000
91794;Sea;;06/30/2022;25;Boleto;;MG;;1000;1000
91795;Sea;10/21/2022;06/30/2022;11;Boleto;;SP;;1000;1000
91796;Sea;;06/30/2022;25;Boleto;;MG;;1000;1000
91797;Sea;07/13/2022;06/30/2022;25;Cartão de crédito;;SP;;1000;1000
91798;Sea;06/30/2022;06/30/2022;30;Boleto;;PA;;1000;1000
91799;Sea;12/29/2022;06/30/2022;25;Cartão de crédito;;SP;;1000;1000
91800;Sea;03/27/2023;06/30/2022;25;Cartão de crédito;;RS;;1000;1000
91798;Sea;06/30/2022;06/30/2022;30;Boleto;;PA;;1000;1000
91798;Sea;07/11/2022;06/30/2022;25;Boleto;;PA;;1000;1000
91801;Sea;06/30/2022;06/30/2022;30;Cartão de crédito;;PR;;1000;1000
91801;Sea;06/30/2022;06/30/2022;30;Cartão de crédito;;PR;;1000;1000
91801;Sea;;06/30/2022;25;Cartão de crédito;;PR;;1000;1000
91801;Sea;06/30/2022;06/30/2022;30;Cartão de crédito;;PR;;1000;1000
91801;Sea;06/30/2022;06/30/2022;30;Boleto;;PR;;1000;1000
91801;Sea;06/30/2022;06/30/2022;30;Boleto;;PR;;1000;1000
91802;Sea;;06/30/2022;25;Cartão de crédito;;SC;;1000;1000
91803;Sea;11/09/2022;06/30/2022;25;Boleto;;SP;;1000;1000
91804;Sea;;06/30/2022;25;Cartão de crédito;;CE;;1000;1000
91805;Sea;;06/30/2022;25;Cartão de crédito;;MG;;1000;1000
91806;Sea;09/26/2022;06/30/2022;25;Boleto;;SC;;1000;1000
91807;Sea;09/28/2022;06/30/2022;25;Cartão de crédito;;SP;;1000;1000
91808;Sea;;06/30/2022;25;Cartão de crédito;;AM;;1000;1000
91809;Sea;08/12/2022;06/30/2022;25;Cartão de crédito;;SP;;1000;1000
91810;Sea;;06/30/2022;25;Boleto;;MG;;1000;1000
91811;Sea;04/10/2023;06/30/2022;25;Boleto;;PR;;1000;1000
91812;Sea;08/26/2022;06/30/2022;25;Boleto;;MG;;1000;1000
91813;Sea;;06/30/2022;25;Boleto;;AM;;1000;1000
91814;Sea;11/16/2022;06/29/2022;25;Cartão de crédito;;CE;;1000;1000
91815;Sea;;06/29/2022;25;Cartão de crédito;;SC;;1000;1000
91816;Sea;;06/29/2022;25;Boleto;;SP;;1000;1000
91817;Sea;12/15/2022;06/29/2022;25;Cartão de crédito;;PE;;1000;1000
91818;Sea;08/30/2022;06/29/2022;25;Boleto;;RJ;;1000;1000
91819;Sea;;06/29/2022;25;Cartão de crédito;;SP;;1000;1000
91820;Sea;;06/29/2022;25;Boleto;;SP;;1000;1000
91821;Sea;;06/29/2022;25;Cartão de crédito;;SP;;1000;1000
91822;Sea;06/30/2022;06/29/2022;29;Cartão de crédito;;BA;;1000;1000
91822;Sea;;06/29/2022;25;Cartão de crédito;;BA;;1000;1000
91823;Sea;;06/29/2022;25;Cartão de crédito;;SP;;1000;1000
91824;Sea;09/30/2022;06/29/2022;25;Cartão de crédito;;SC;;1000;1000
91825;Sea;09/14/2022;06/29/2022;25;Boleto;;AM;;1000;1000
91826;Sea;;06/29/2022;25;Boleto;;PR;;1000;1000
91827;Sea;07/26/2022;06/29/2022;25;Cartão de crédito;;SP;;1000;1000
91828;Sea;09/27/2022;06/29/2022;25;Boleto;;CE;;1000;1000
91829;Sea;04/26/2023;06/29/2022;25;Cartão de crédito;;SP;;1000;1000
91830;Sea;06/29/2022;06/29/2022;29;Cartão de crédito;;SP;;1000;1000
91830;Sea;06/29/2022;06/29/2022;29;Cartão de crédito;;SP;;1000;1000
91831;Sea;03/16/2023;06/29/2022;25;Boleto;;SP;;1000;1000
91832;Sea;;06/29/2022;25;Cartão de crédito;;PB;;1000;1000
91830;Sea;06/29/2022;06/29/2022;29;Cartão de crédito;;SP;;1000;1000
91833;Sea;11/03/2022;06/29/2022;25;Cartão de crédito;;BA;;1000;1000
91830;Sea;06/29/2022;06/29/2022;29;Cartão de crédito;;SP;;1000;1000
91834;Sea;;06/29/2022;25;Cartão de crédito;;SP;;1000;1000
91835;Sea;;06/29/2022;25;Cartão de crédito;;RJ;;1000;1000
91836;Sea;07/12/2022;06/29/2022;25;Boleto;;RJ;;1000;1000
91837;Sea;12/27/2022;06/29/2022;25;Cartão de crédito;;RJ;;1000;1000
91838;Sea;;06/29/2022;25;Cartão de crédito;;RJ;;1000;1000
91839;Sea;01/19/2023;06/29/2022;25;Cartão de crédito;;CE;;1000;1000
91840;Sea;12/09/2022;06/29/2022;25;Cartão de crédito;;RS;;1000;1000
91841;Sea;;06/29/2022;25;Cartão de crédito;;SP;;1000;1000
91842;Sea;07/26/2022;06/29/2022;25;Cartão de crédito;;SP;;1000;1000
91843;Sea;;06/28/2022;25;Cartão de crédito;;SP;;1000;1000
91844;Sea;;06/28/2022;25;Cartão de crédito;;ES;;1000;1000
91845;Sea;09/27/2022;06/28/2022;15;Boleto;;SP;;1000;1000
91846;Sea;06/28/2022;06/28/2022;28;Boleto;;SP;;1000;1000
91847;Sea;;06/28/2022;25;Cartão de crédito;;SP;;1000;1000
91848;Sea;;06/28/2022;25;Boleto;;SP;;1000;1000
91849;Sea;;06/28/2022;25;Boleto;;SP;;1000;1000
91850;Sea;08/25/2022;06/28/2022;25;Cartão de crédito;;SP;;1000;1000
91851;Sea;;06/28/2022;25;Cartão de crédito;;PR;;1000;1000
91852;Sea;;06/28/2022;25;Cartão de crédito;;RS;;1000;1000
91853;Sea;;06/28/2022;5;Boleto;;SP;;1000;1000
91854;Sea;08/25/2022;06/28/2022;25;Cartão de crédito;;SP;;1000;1000
91855;Sea;12/21/2022;06/28/2022;25;Cartão de crédito;;SC;;1000;1000
91856;Sea;06/30/2022;06/28/2022;25;Cartão de crédito;;SP;;1000;1000
91857;Sea;;06/28/2022;25;Boleto;;MS;;1000;1000
91858;Sea;07/26/2022;06/28/2022;25;Cartão de crédito;;RJ;;1000;1000
91859;Sea;;06/28/2022;26;Cartão de crédito;;SP;;1000;1000
91860;Sea;;06/28/2022;25;Cartão de crédito;;SP;;1000;1000
91861;Sea;11/16/2022;06/28/2022;25;Cartão de crédito;;SP;;1000;1000
91862;Sea;11/25/2022;06/28/2022;25;Cartão de crédito;;SP;;1000;1000
91863;Sea;08/26/2022;06/28/2022;25;Cartão de crédito;;SP;;1000;1000
91864;Sea;09/15/2022;06/27/2022;25;Cartão de crédito;;SC;;1000;1000
91865;Sea;03/08/2023;06/27/2022;25;Cartão de crédito;;SP;;1000;1000
91866;Sea;09/20/2022;06/27/2022;25;Cartão de crédito;;GO;;1000;1000
91867;Sea;06/27/2022;06/27/2022;27;Cartão de crédito;;BA;;1000;1000
91867;Sea;06/27/2022;06/27/2022;27;Cartão de crédito;;BA;;1000;1000
91867;Sea;;06/27/2022;25;Cartão de crédito;;BA;;1000;1000
91868;Sea;;06/27/2022;25;Boleto;;SP;;1000;1000
91869;Sea;08/01/2022;06/27/2022;25;Boleto;;CE;;1000;1000
91870;Sea;;06/27/2022;25;Cartão de crédito;;SC;;1000;1000
91768;Sea;06/29/2022;06/27/2022;25;Cartão de crédito;;DF;;1000;1000
91871;Sea;;06/27/2022;25;Boleto;;SP;;1000;1000
91872;Sea;11/30/2022;06/25/2022;25;Cartão de crédito;;SP;;1000;1000
91873;Sea;;06/24/2022;25;Cartão de crédito;;MG;;1000;1000
91874;Sea;03/16/2023;06/24/2022;25;Cartão de crédito;;MG;;1000;1000
91875;Sea;;06/24/2022;25;Cartão de crédito;;MA;;1000;1000
91876;Sea;;06/24/2022;25;Cartão de crédito;;MG;;1000;1000
91877;Sea;;06/24/2022;25;Cartão de crédito;;MT;;1000;1000
91878;Sea;07/19/2022;06/24/2022;25;Boleto;;SP;;1000;1000
91879;Sea;;06/24/2022;25;Boleto;;SP;;1000;1000
91880;Sea;11/09/2022;06/23/2022;25;Cartão de crédito;;SP;;1000;1000
91881;Sea;08/26/2022;06/23/2022;25;Cartão de crédito;;SP;;1000;1000
91882;Sea;07/29/2022;06/23/2022;25;Cartão de crédito;;CE;;1000;1000
91883;Sea;;06/23/2022;25;Cartão de crédito;;MG;;1000;1000
91884;Sea;11/04/2022;06/23/2022;25;Cartão de crédito;;PE;;1000;1000
91885;Sea;;06/23/2022;25;Boleto;;SP;;1000;1000
91886;Sea;;06/23/2022;23;Cartão de crédito;;SP;;1000;1000
91886;Sea;06/23/2022;06/23/2022;25;Boleto;;SP;;1000;1000
91887;Sea;;06/23/2022;25;Boleto;;RJ;;1000;1000
91888;Sea;09/01/2022;06/23/2022;25;Cartão de crédito;;RJ;;1000;1000
91889;Sea;09/09/2022;06/22/2022;25;Boleto;;SP;;1000;1000
91890;Sea;08/02/2022;06/22/2022;25;Cartão de crédito;;GO;;1000;1000
91891;Sea;;06/22/2022;25;Cartão de crédito;;SP;;1000;1000
91892;Sea;;06/22/2022;25;Cartão de crédito;;RJ;;1000;1000
91893;Sea;;06/22/2022;25;Boleto;;PR;;1000;1000
91894;Sea;08/16/2022;06/22/2022;25;Boleto;;SC;;1000;1000
91895;Sea;09/27/2022;06/21/2022;25;Cartão de crédito;;MG;;1000;1000
91896;Sea;;06/21/2022;25;Cartão de crédito;;SP;;1000;1000
91897;Sea;06/23/2022;06/21/2022;25;Cartão de crédito;;DF;;1000;1000
91898;Sea;06/23/2022;06/21/2022;25;Cartão de crédito;;DF;;1000;1000
91899;Sea;;06/21/2022;25;Boleto;;PE;;1000;1000
91900;Sea;;06/21/2022;25;Cartão de crédito;;SC;;1000;1000
91901;Sea;;06/21/2022;25;Boleto;;RJ;;1000;1000
91902;Sea;09/16/2022;06/21/2022;25;Boleto;;MS;;1000;1000
91903;Sea;;06/20/2022;25;Cartão de crédito;;SP;;1000;1000
91904;Sea;09/02/2022;06/20/2022;25;Cartão de crédito;;ES;;1000;1000
91905;Sea;07/06/2022;06/20/2022;25;Boleto;;GO;;1000;1000
91906;Sea;06/20/2022;06/20/2022;25;Cartão de crédito;;DF;;1000;1000
91907;Sea;11/09/2022;06/20/2022;25;Boleto;;PI;;1000;1000
91908;Sea;06/27/2022;06/20/2022;25;Cartão de crédito;;SP;;1000;1000
91909;Sea;07/21/2022;06/20/2022;25;Boleto;;SP;;1000;1000
91910;Sea;;06/20/2022;25;Boleto;;SP;;1000;1000
91911;Sea;06/23/2022;06/20/2022;20;Cartão de crédito;;PR;;1000;1000
91912;Sea;04/26/2023;06/20/2022;25;Cartão de crédito;;PR;;1000;1000
91913;Sea;03/27/2023;06/20/2022;25;Cartão de crédito;;BA;;1000;1000
91914;Sea;12/09/2022;06/17/2022;20;Cartão de crédito;;RS;;1000;1000
91915;Sea;;06/17/2022;20;Cartão de crédito;;SP;;1000;1000
91916;Sea;;06/17/2022;20;Boleto;;PR;;1000;1000
91917;Sea;;06/17/2022;20;Boleto;;SP;;1000;1000
91918;Sea;08/22/2022;06/17/2022;20;Cartão de crédito;;SP;;1000;1000
91919;Sea;07/14/2022;06/17/2022;20;Cartão de crédito;;SP;;1000;1000
91920;Sea;;06/15/2022;20;Cartão de crédito;;SP;;1000;1000
91921;Sea;01/20/2023;06/15/2022;20;Cartão de crédito;;AC;;1000;1000
91922;Sea;06/21/2022;06/15/2022;20;Cartão de crédito;;SP;;1000;1000
91923;Sea;07/12/2022;06/15/2022;20;Cartão de crédito;;RJ;;1000;1000
91924;Sea;;06/15/2022;20;Cartão de crédito;;RO;;1000;1000
91925;Sea;;06/15/2022;20;Cartão de crédito;;RJ;;1000;1000
91926;Sea;;06/15/2022;20;Cartão de crédito;;RJ;;1000;1000
91927;Sea;09/06/2022;06/15/2022;20;Cartão de crédito;;SP;;1000;1000
91928;Sea;06/20/2022;06/15/2022;20;Cartão de crédito;;SC;;1000;1000
91929;Sea;11/29/2022;06/15/2022;17;Boleto;;SC;;1000;1000
91930;Sea;;06/14/2022;15;Cartão de crédito;;SP;;1000;1000
91931;Sea;08/12/2022;06/14/2022;15;Cartão de crédito;;SP;;1000;1000
91932;Sea;;06/14/2022;15;Boleto;;SP;;1000;1000
91933;Sea;;06/14/2022;15;Boleto;;PR;;1000;1000
91934;Sea;03/09/2023;06/14/2022;15;Cartão de crédito;;SC;;1000;1000
91935;Sea;06/27/2022;06/14/2022;15;Boleto;;PR;;1000;1000
91936;Sea;08/17/2022;06/14/2022;15;Boleto;;PB;;1000;1000
91937;Sea;;06/14/2022;15;Cartão de crédito;;SP;;1000;1000
91938;Sea;03/21/2023;06/14/2022;15;Cartão de crédito;;SP;;1000;1000
91939;Sea;09/02/2022;06/14/2022;15;Cartão de crédito;;SP;;1000;1000
91940;Sea;;06/14/2022;15;Cartão de crédito;;SP;;1000;1000
91941;Sea;;06/14/2022;15;Boleto;;SP;;1000;1000
91942;Sea;;06/14/2022;15;Boleto;;PR;;1000;1000
91943;Sea;;06/14/2022;25;Boleto;;SP;;1000;1000
91944;Sea;06/27/2022;06/14/2022;15;Boleto;;MT;;1000;1000
91945;Sea;07/18/2022;06/13/2022;15;Cartão de crédito;;SP;;1000;1000
91946;Sea;09/15/2022;06/13/2022;15;Cartão de crédito;;RS;;1000;1000
91947;Sea;;06/13/2022;15;Cartão de crédito;;SP;;1000;1000
91948;Sea;12/09/2022;06/13/2022;15;Cartão de crédito;;RJ;;1000;1000
91949;Sea;07/14/2022;06/13/2022;15;Cartão de crédito;;RS;;1000;1000
91950;Sea;07/12/2022;06/13/2022;15;Cartão de crédito;;PE;;1000;1000
91951;Sea;07/22/2022;06/13/2022;15;Cartão de crédito;;CE;;1000;1000
91952;Sea;;06/11/2022;15;Cartão de crédito;;SP;;1000;1000
91953;Sea;03/14/2023;06/11/2022;10;Cartão de crédito;;SP;;1000;1000
91954;Sea;09/15/2022;06/10/2022;15;Cartão de crédito;;PI;;1000;1000
91955;Sea;06/10/2022;06/10/2022;10;Cartão de crédito;;SP;;1000;1000
91955;Sea;11/16/2022;06/10/2022;15;Cartão de crédito;;SP;;1000;1000
91956;Sea;06/10/2022;06/10/2022;10;Boleto;;SP;;1000;1000
91956;Sea;10/26/2022;06/10/2022;15;Cartão de crédito;;SP;;1000;1000
91957;Sea;;06/10/2022;15;Cartão de crédito;;SC;;1000;1000
91958;Sea;;06/10/2022;15;Cartão de crédito;;SP;;1000;1000
91959;Sea;07/21/2022;06/10/2022;15;Cartão de crédito;;SP;;1000;1000
91960;Sea;;06/10/2022;15;Boleto;;SP;;1000;1000
91961;Sea;;06/10/2022;15;Boleto;;RJ;;1000;1000
91962;Sea;;06/10/2022;15;Cartão de crédito;;SC;;1000;1000
91963;Sea;;06/10/2022;15;Boleto;;SP;;1000;1000
91964;Sea;11/16/2022;06/10/2022;15;Cartão de crédito;;SC;;1000;1000
91965;Sea;;06/10/2022;15;Boleto;;PE;;1000;1000
91966;Sea;08/02/2022;06/10/2022;15;Cartão de crédito;;MG;;1000;1000
91967;Sea;09/15/2022;06/10/2022;15;Boleto;;RJ;;1000;1000
91968;Sea;09/14/2022;06/10/2022;15;Cartão de crédito;;SP;;1000;1000
91969;Sea;;06/10/2022;15;Cartão de crédito;;RN;;1000;1000
91970;Sea;06/17/2022;06/10/2022;15;Cartão de crédito;;SP;;1000;1000
91971;Sea;12/15/2022;06/10/2022;15;Boleto;;RJ;;1000;1000
91972;Sea;;06/10/2022;15;Boleto;;MG;;1000;1000
91973;Sea;;06/10/2022;15;Cartão de crédito;;MG;;1000;1000
91974;Sea;07/12/2022;06/10/2022;15;Cartão de crédito;;SC;;1000;1000
91975;Sea;;06/10/2022;15;Cartão de crédito;;SP;;1000;1000
91976;Sea;;06/10/2022;15;Cartão de crédito;;SP;;1000;1000
91977;Sea;06/28/2022;06/10/2022;15;Cartão de crédito;;RO;;1000;1000
91978;Sea;;06/10/2022;15;Cartão de crédito;;SP;;1000;1000
91979;Sea;06/15/2022;06/09/2022;10;Cartão de crédito;;DF;;1000;1000
91980;Sea;08/11/2022;06/09/2022;10;Cartão de crédito;;MG;;1000;1000
91981;Sea;11/17/2022;06/09/2022;10;Cartão de crédito;;MG;;1000;1000
91982;Sea;09/15/2022;06/09/2022;10;Boleto;;SP;;1000;1000
91983;Sea;07/21/2022;06/09/2022;10;Cartão de crédito;;SP;;1000;1000
91984;Sea;12/08/2022;06/09/2022;10;Boleto;;SP;;1000;1000
91985;Sea;11/01/2022;06/09/2022;10;Cartão de crédito;;MG;;1000;1000
91986;Sea;06/15/2022;06/09/2022;10;Cartão de crédito;;SC;;1000;1000
91987;Sea;;06/09/2022;10;Cartão de crédito;;PE;;1000;1000
91988;Sea;;06/09/2022;10;Boleto;;SP;;1000;1000
91989;Sea;07/08/2022;06/09/2022;10;Boleto;;SP;;1000;1000
91990;Sea;06/28/2022;06/09/2022;10;Cartão de crédito;;MG;;1000;1000
91991;Sea;;06/09/2022;10;Cartão de crédito;;RJ;;1000;1000
91992;Sea;07/12/2022;06/08/2022;10;Boleto;;SP;;1000;1000
91993;Sea;07/19/2022;06/08/2022;10;Cartão de crédito;;GO;;1000;1000
91994;Sea;09/14/2022;06/08/2022;10;Boleto;;GO;;1000;1000
91995;Sea;08/04/2022;06/08/2022;10;Cartão de crédito;;PB;;1000;1000
91996;Sea;06/13/2022;06/08/2022;10;Cartão de crédito;;RJ;;1000;1000
91997;Sea;;06/08/2022;10;Cartão de crédito;;RJ;;1000;1000
91998;Sea;;06/08/2022;10;Cartão de crédito;;DF;;1000;1000
91999;Sea;;06/08/2022;10;Cartão de crédito;;PR;;1000;1000
92000;Sea;07/28/2022;06/08/2022;23;Cartão de crédito;;SP;;1000;1000
92000;Sea;06/09/2022;06/08/2022;10;Cartão de crédito;;SP;;1000;1000
92001;Sea;;06/08/2022;10;Boleto;;CE;;1000;1000
92002;Sea;;06/08/2022;10;Cartão de crédito;;MG;;1000;1000
92003;Sea;07/25/2022;06/08/2022;10;Cartão de crédito;;SP;;1000;1000
92004;Sea;;06/07/2022;10;Cartão de crédito;;RS;;1000;1000
92005;Sea;;06/07/2022;10;Cartão de crédito;;SP;;1000;1000
92006;Sea;09/06/2022;06/07/2022;10;Cartão de crédito;;SP;;1000;1000
92007;Sea;09/13/2022;06/07/2022;10;Cartão de crédito;;PR;;1000;1000
92008;Sea;;06/07/2022;10;Cartão de crédito;;PE;;1000;1000
92009;Sea;;06/06/2022;10;Cartão de crédito;;CE;;1000;1000
92010;Sea;;06/06/2022;10;Boleto;;SP;;1000;1000
92011;Sea;11/18/2022;06/06/2022;10;Cartão de crédito;;RS;;1000;1000
92012;Sea;;06/06/2022;10;Boleto;;ES;;1000;1000
92013;Sea;11/21/2022;06/06/2022;10;Cartão de crédito;;SP;;1000;1000
92014;Sea;06/24/2022;06/06/2022;10;Boleto;;MG;;1000;1000
92015;Sea;;06/06/2022;10;Boleto;;SP;;1000;1000
92016;Sea;01/09/2023;06/06/2022;10;Cartão de crédito;;RS;;1000;1000
92017;Sea;10/13/2022;06/06/2022;10;Cartão de crédito;;MG;;1000;1000
92018;Sea;;06/03/2022;5;Cartão de crédito;;SP;;1000;1000
92019;Sea;08/10/2022;06/03/2022;5;Boleto;;MG;;1000;1000
92020;Sea;;06/03/2022;5;Boleto;;SP;;1000;1000
92021;Sea;09/26/2022;06/02/2022;5;Boleto;;MG;;1000;1000
92022;Sea;09/15/2022;06/02/2022;5;Boleto;;MG;;1000;1000
92023;Sea;07/21/2022;06/02/2022;5;Boleto;;SP;;1000;1000
92024;Sea;12/19/2022;06/02/2022;5;Cartão de crédito;;SP;;1000;1000
92025;Sea;;06/01/2022;5;Cartão de crédito;;SP;;1000;1000
92026;Sea;06/15/2022;06/01/2022;5;Boleto;;SP;;1000;1000
92027;Sea;07/25/2022;06/01/2022;5;Cartão de crédito;;SP;;1000;1000
92028;Sea;06/17/2022;06/01/2022;5;Cartão de crédito;;SP;;1000;1000
92029;Sea;06/06/2022;06/01/2022;5;Cartão de crédito;;MT;;1000;1000
92030;Sea;;05/31/2022;25;Cartão de crédito;;RS;;1000;1000
92031;Sea;09/02/2022;05/31/2022;25;Cartão de crédito;;SC;;1000;1000
92032;Sea;;05/31/2022;25;Boleto;;TO;;1000;1000
92033;Sea;;05/31/2022;31;Boleto;;SP;;1000;1000
92034;Sea;;05/31/2022;25;Boleto;;PR;;1000;1000
92035;Sea;;05/31/2022;25;Cartão de crédito;;SP;;1000;1000
92036;Sea;06/28/2022;05/31/2022;25;Boleto;;PE;;1000;1000
92037;Sea;04/24/2023;05/31/2022;25;Boleto;;DF;;1000;1000
92038;Sea;;05/31/2022;25;Cartão de crédito;;SP;;1000;1000
92039;Sea;;05/31/2022;31;Cartão de crédito;;PR;;1000;1000
92040;Sea;07/19/2022;05/31/2022;25;Cartão de crédito;;SP;;1000;1000
92041;Sea;07/29/2022;05/31/2022;25;Boleto;;MG;;1000;1000
92042;Sea;03/15/2023;05/31/2022;25;Cartão de crédito;;RJ;;1000;1000
92043;Sea;08/01/2022;05/31/2022;25;Cartão de crédito;;PA;;1000;1000
92044;Sea;06/22/2022;05/31/2022;25;Cartão de crédito;;SP;;1000;1000
92045;Sea;;05/31/2022;25;Cartão de crédito;;SP;;1000;1000
92046;Sea;07/29/2022;05/31/2022;25;Cartão de crédito;;RJ;;1000;1000
92047;Sea;06/09/2022;05/31/2022;25;Boleto;;MG;;1000;1000
92048;Sea;05/03/2023;05/31/2022;25;Boleto;;SP;;1000;1000
92049;Sea;04/19/2023;05/31/2022;25;Cartão de crédito;;RS;;1000;1000
92050;Sea;03/02/2023;05/31/2022;25;Boleto;;SC;;1000;1000
92051;Sea;06/22/2022;05/31/2022;25;Cartão de crédito;;AM;;1000;1000
92052;Sea;;05/31/2022;25;Cartão de crédito;;SP;;1000;1000
92053;Sea;;05/31/2022;25;Boleto;;SP;;1000;1000
92054;Sea;07/26/2022;05/31/2022;25;Boleto;;PI;;1000;1000
92055;Sea;12/15/2022;05/31/2022;25;Boleto;;RS;;1000;1000
92056;Sea;;05/31/2022;25;Cartão de crédito;;RJ;;1000;1000
92057;Sea;;05/31/2022;25;Cartão de crédito;;RS;;1000;1000
92058;Sea;;05/31/2022;25;Boleto;;SP;;1000;1000
92059;Sea;;05/31/2022;25;Cartão de crédito;;SP;;1000;1000
92060;Sea;01/23/2023;05/31/2022;25;Boleto;;PR;;1000;1000
92061;Sea;10/25/2022;05/31/2022;25;Boleto;;SP;;1000;1000
92062;Sea;;05/31/2022;25;Cartão de crédito;;SP;;1000;1000
92063;Sea;07/26/2022;05/31/2022;25;Boleto;;MG;;1000;1000
92064;Sea;07/26/2022;05/31/2022;25;Boleto;;MG;;1000;1000
92065;Sea;05/02/2023;05/31/2022;25;Cartão de crédito;;SP;;1000;1000
92066;Sea;;05/31/2022;25;Boleto;;DF;;1000;1000
92067;Sea;;05/30/2022;25;Cartão de crédito;;DF;;1000;1000
92068;Sea;;05/30/2022;25;Cartão de crédito;;PR;;1000;1000
92069;Sea;06/21/2022;05/30/2022;25;Cartão de crédito;;GO;;1000;1000
92070;Sea;;05/30/2022;25;Boleto;;SP;;1000;1000
92071;Sea;03/29/2023;05/30/2022;25;Cartão de crédito;;SP;;1000;1000
92072;Sea;;05/30/2022;25;Boleto;;SP;;1000;1000
92073;Sea;10/25/2022;05/30/2022;25;Boleto;;GO;;1000;1000
92074;Sea;;05/30/2022;25;Cartão de crédito;;MG;;1000;1000
92075;Sea;02/27/2023;05/30/2022;25;Boleto;;RJ;;1000;1000
92076;Sea;07/26/2022;05/30/2022;25;Cartão de crédito;;SP;;1000;1000
92077;Sea;;05/30/2022;25;Cartão de crédito;;SP;;1000;1000
92078;Sea;02/08/2023;05/30/2022;25;Boleto;;SP;;1000;1000
92079;Sea;;05/30/2022;25;Cartão de crédito;;DF;;1000;1000
92080;Sea;07/18/2022;05/30/2022;25;Cartão de crédito;;SC;;1000;1000
92081;Sea;07/26/2022;05/30/2022;25;Cartão de crédito;;GO;;1000;1000
92082;Sea;06/07/2022;05/30/2022;25;Cartão de crédito;;GO;;1000;1000
92083;Sea;06/01/2022;05/30/2022;25;Cartão de crédito;;RJ;;1000;1000
92082;Sea;05/30/2022;05/30/2022;25;Boleto;;GO;;1000;1000
92084;Sea;08/11/2022;05/30/2022;25;Boleto;;MG;;1000;1000
92085;Sea;;05/30/2022;25;Cartão de crédito;;RJ;;1000;1000
92086;Sea;05/31/2022;05/30/2022;30;Boleto;;MG;;1000;1000
92087;Sea;;05/30/2022;25;Boleto;;RJ;;1000;1000
92086;Sea;09/15/2022;05/30/2022;25;Boleto;;MG;;1000;1000
92088;Sea;;05/30/2022;25;Cartão de crédito;;PR;;1000;1000
92089;Sea;10/14/2022;05/30/2022;25;Boleto;;SP;;1000;1000
92090;Sea;;05/30/2022;25;Cartão de crédito;;SC;;1000;1000
92091;Sea;08/22/2022;05/28/2022;25;Cartão de crédito;;SP;;1000;1000
92092;Sea;11/28/2022;05/28/2022;25;Cartão de crédito;;SC;;1000;1000
92093;Sea;07/11/2022;05/28/2022;25;Cartão de crédito;;PE;;1000;1000
92094;Sea;;05/27/2022;25;Boleto;;SP;;1000;1000
92095;Sea;;05/27/2022;25;Boleto;;PB;;1000;1000
92096;Sea;12/08/2022;05/27/2022;25;Cartão de crédito;;RJ;;1000;1000
92097;Sea;07/05/2022;05/27/2022;25;Cartão de crédito;;SC;;1000;1000
